/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_750_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_750_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_1400_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_1400_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_450_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_450_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_400_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_400_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_800_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_800_50,"[0, 1]",False
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_810_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_800_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_820_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_800_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_830_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_800_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_840_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_800_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_850_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_800_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_860_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_800_50,"[0, 1]",True
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_200_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_200_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_1600_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_1600_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_1650_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_1650_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_550_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_550_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_700_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_700_50,"[0, 1]",False
/home/il239838/files/train_concats3/0_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_350_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_350_50,"[0, 1]",False
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_340_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_350_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_330_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_350_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_320_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_350_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_310_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_350_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_300_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_350_50,"[0, 1]",True
/home/il239838/files/train_concats3/1_1=PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_0X0_290_1636---PX303-Fg006-V-C02-R02_TEAR_3X2_PIECE_1X0_350_50,"[0, 1]",True
