/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X0_0_1471,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X0_250_1471,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X1_250_1862,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X1_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_250_1852,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_0_1852,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_250_1146,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_0_1146,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_0_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X1_0_954,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X1_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X1_0_50,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X2_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X2_250_1096,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X2_0_1096,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X0_250_1316,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X0_0_1316,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X1_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X1_250_1517,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X1_0_1517,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X2_0_1453,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X2_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X2_250_1453,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X2_0_50,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X0_0_1471,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X0_250_1471,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X1_250_1862,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X1_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_250_1852,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_0_1852,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_250_1146,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_0_1146,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_0_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X1_0_954,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X1_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X1_0_50,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X2_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X2_250_1096,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X2_0_1096,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X0_250_1316,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X0_0_1316,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X1_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X1_250_1517,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X1_0_1517,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X2_0_1453,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X2_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X2_250_1453,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_0_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_3X2_0_50,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/1=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_500_1155---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X0_500_50,"[0, 1]","[0, 1]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_50---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X0_0_1471,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_50---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X0_250_1471,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_50---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X1_250_1862,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_50---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X1_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_50---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_250_1852,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_50---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_0_1852,"[1, 0]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_50---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_1X2_250_50,"[0, 1]","[1, 0]"
/home/il239838/files/train_concats3/0=PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_0X0_250_50---PX303-Fg006-V-C02-R02_TEAR_4X3_PIECE_2X0_250_1146,"[1, 0]","[1, 0]"
