fragmanetAndSide,fragment,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
P596Fg067_1_P597Fg061_0,P596Fg067_P597Fg061,2,2,2,1,0,"[[False, 0, 0], [False, 1, 0]]","[[500, 0, 0, 0], [500, 250, 0, 0]]","[[3981, 2332, 3963, 2070], [3731, 2332, 3963, 2070]]"
P589Fg008_1_P597Fg040_0,P589Fg008_P597Fg040,1,1,1,0,0,"[[False, 1, 1]]","[[1000, 250, 0, 250]]","[[3638, 2966, 3474, 2260]]"
P596Fg020_1_P597Fg060_1,P596Fg020_P597Fg060,6,2,2,1,0,"[[True, 0, 0], [True, 1, 0]]","[[750, 0, 250, 0], [750, 250, 250, 0]]","[[3995, 2689, 3770, 2623], [3745, 2689, 3770, 2623]]"
P589Fg011_1_P598Fg030_0,P589Fg011_P598Fg030,3,3,3,2,0,"[[False, 0, 0], [False, 1, 0], [False, 2, 0]]","[[750, 0, 0, 0], [750, 250, 0, 0], [750, 500, 0, 0]]","[[4250, 2932, 3720, 1765], [4000, 2932, 3720, 1765], [3750, 2932, 3720, 1765]]"
P596Fg010_1_P598Fg035_1,P596Fg010_P598Fg035,2,2,2,1,0,"[[True, 0, 2], [True, 0, 1]]","[[500, 0, 1250, 250], [500, 0, 1250, 500]]","[[3799, 2725, 3752, 2917], [3799, 2725, 3502, 2917]]"
P589Fg010_1_P596Fg016_0,P589Fg010_P596Fg016,3,3,3,2,0,"[[False, 1, 0], [False, 2, 0], [False, 3, 0]]","[[750, 250, 0, 0], [750, 500, 0, 0], [750, 750, 0, 0]]","[[3974, 2859, 3507, 2166], [3724, 2859, 3507, 2166], [3474, 2859, 3507, 2166]]"
P596Fg051_1_P597Fg012_0,P596Fg051_P597Fg012,1,1,1,0,0,"[[False, 0, 1]]","[[1000, 0, 0, 250]]","[[3794, 2742, 3562, 2092]]"
P596Fg067_1_P598Fg001_1,P596Fg067_P598Fg001,5,1,1,0,0,"[[True, 1, 5]]","[[500, 250, 1250, 1250]]","[[3731, 2332, 2501, 2617]]"
P589Fg009_1_P598Fg020_0,P589Fg009_P598Fg020,2,2,1,1,0,"[[False, 1, 2], [False, 1, 3]]","[[750, 250, 0, 500], [750, 250, 0, 750]]","[[3583, 2999, 3394, 1606], [3583, 2999, 3144, 1606]]"
P589Fg005_1_P596Fg073_1,P589Fg005_P596Fg073,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 500, 0]]","[[3934, 2857, 4076, 2645]]"
P596Fg055_1_P597Fg023_1,P596Fg055_P597Fg023,4,2,2,1,0,"[[True, 1, 0], [True, 2, 0]]","[[250, 250, 500, 0], [250, 500, 500, 0]]","[[3901, 2667, 3610, 2769], [3651, 2667, 3610, 2769]]"
P589Fg006_1_P597Fg003_0,P589Fg006_P597Fg003,22,14,9,2,0,"[[False, 0, 2], [False, 1, 0], [False, 1, 2], [False, 2, 0], [False, 2, 2], [False, 3, 2], [False, 4, 0], [False, 4, 1], [False, 4, 2], [False, 5, 0], [False, 5, 2], [False, 6, 2], [False, 7, 0], [False, 7, 2]]","[[3750, 0, 0, 500], [3750, 250, 0, 0], [3750, 250, 0, 500], [3750, 500, 0, 0], [3750, 500, 0, 500], [3750, 750, 0, 500], [3750, 1000, 0, 0], [3750, 1000, 0, 250], [3750, 1000, 0, 500], [3750, 1250, 0, 0], [3750, 1250, 0, 500], [3750, 1500, 0, 500], [3750, 1750, 0, 0], [3750, 1750, 0, 500]]","[[5057, 1763, 3498, 2204], [5057, 2013, 3998, 2204], [5057, 2013, 3498, 2204], [5057, 2263, 3998, 2204], [5057, 2263, 3498, 2204], [5057, 2513, 3498, 2204], [5057, 2763, 3998, 2204], [5057, 2763, 3748, 2204], [5057, 2763, 3498, 2204], [5057, 3013, 3998, 2204], [5057, 3013, 3498, 2204], [5057, 3263, 3498, 2204], [5057, 3513, 3998, 2204], [5057, 3513, 3498, 2204]]"
P589Fg004_1_P590Fg030_1,P589Fg004_P590Fg030,3,1,0,0,0,"[[True, 3, 5]]","[[2750, 750, 1250, 1250]]","[[3429, 3968, 2920, 2905]]"
P596Fg047_1_P597Fg003_0,P596Fg047_P597Fg003,4,3,3,2,0,"[[False, 0, 0], [False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 0], [500, 0, 0, 250], [500, 0, 0, 500]]","[[3871, 2473, 3998, 2204], [3871, 2473, 3748, 2204], [3871, 2473, 3498, 2204]]"
P589Fg001_1_P596Fg067_1,P589Fg001_P596Fg067,2,2,2,1,0,"[[True, 1, 0], [True, 2, 0]]","[[1000, 500, 500, 0], [1000, 250, 500, 0]]","[[3565, 2952, 3981, 2332], [3815, 2952, 3981, 2332]]"
P596Fg056_1_P597Fg053_1,P596Fg056_P597Fg053,3,3,3,3,1,"[[True, 0, 1], [True, 0, 0], [True, 1, 1]]","[[500, 0, 750, 0], [500, 0, 750, 250], [500, 250, 750, 250]]","[[4183, 2901, 3469, 3001], [4183, 2901, 3219, 3001], [3933, 2901, 3219, 3001]]"
P596Fg018_1_P598Fg021_0,P596Fg018_P598Fg021,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3797, 2522, 3306, 1787]]"
P596Fg055_1_P598Fg016_0,P596Fg055_P598Fg016,1,1,1,0,0,"[[False, 1, 0]]","[[250, 250, 0, 0]]","[[3901, 2667, 3644, 1758]]"
P589Fg006_1_P598Fg005_0,P589Fg006_P598Fg005,8,8,7,7,0,"[[False, 0, 3], [False, 1, 3], [False, 2, 3], [False, 3, 3], [False, 4, 3], [False, 5, 3], [False, 6, 3], [False, 7, 3]]","[[3750, 0, 0, 750], [3750, 250, 0, 750], [3750, 500, 0, 750], [3750, 750, 0, 750], [3750, 1000, 0, 750], [3750, 1250, 0, 750], [3750, 1500, 0, 750], [3750, 1750, 0, 750]]","[[5057, 1763, 3268, 1563], [5057, 2013, 3268, 1563], [5057, 2263, 3268, 1563], [5057, 2513, 3268, 1563], [5057, 2763, 3268, 1563], [5057, 3013, 3268, 1563], [5057, 3263, 3268, 1563], [5057, 3513, 3268, 1563]]"
P589Fg010_0_P596Fg033_1,P589Fg010_P596Fg033,1,1,1,0,0,"[[False, 1, 0]]","[[0, 250, 500, 0]]","[[3974, 2109, 3766, 2299]]"
P596Fg054_1_P598Fg014_0,P596Fg054_P598Fg014,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[4127, 2748, 3153, 1797]]"
P596Fg037_1_P597Fg006_0,P596Fg037_P597Fg006,3,3,2,2,0,"[[False, 0, 2], [False, 0, 3], [False, 1, 3]]","[[500, 0, 0, 500], [500, 0, 0, 750], [500, 250, 0, 750]]","[[3797, 2211, 3569, 1899], [3797, 2211, 3319, 1899], [3547, 2211, 3319, 1899]]"
P589Fg006_1_P597Fg023_1,P589Fg006_P597Fg023,16,8,8,7,0,"[[True, 0, 0], [True, 1, 0], [True, 2, 0], [True, 3, 0], [True, 4, 0], [True, 5, 0], [True, 6, 0], [True, 7, 0]]","[[3750, 0, 500, 0], [3750, 250, 500, 0], [3750, 500, 500, 0], [3750, 750, 500, 0], [3750, 1000, 500, 0], [3750, 1250, 500, 0], [3750, 1500, 500, 0], [3750, 1750, 500, 0]]","[[5057, 1763, 3610, 2769], [5057, 2013, 3610, 2769], [5057, 2263, 3610, 2769], [5057, 2513, 3610, 2769], [5057, 2763, 3610, 2769], [5057, 3013, 3610, 2769], [5057, 3263, 3610, 2769], [5057, 3513, 3610, 2769]]"
P589Fg005_1_P589Fg011_1,P589Fg005_P589Fg011,6,3,3,2,0,"[[True, 0, 3], [True, 1, 3], [True, 2, 3]]","[[750, 0, 750, 750], [750, 250, 750, 750], [750, 500, 750, 750]]","[[3934, 2857, 3500, 2932], [3684, 2857, 3500, 2932], [3434, 2857, 3500, 2932]]"
P596Fg043_1_P598Fg031_1,P596Fg043_P598Fg031,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 750, 0]]","[[3854, 2502, 3528, 2439]]"
P596Fg029_1_P598Fg035_1,P596Fg029_P598Fg035,2,2,2,1,0,"[[True, 0, 2], [True, 0, 1]]","[[250, 0, 1250, 250], [250, 0, 1250, 500]]","[[3901, 2090, 3752, 2917], [3901, 2090, 3502, 2917]]"
P589Fg011_1_P590Fg002_1,P589Fg011_P590Fg002,9,2,2,1,0,"[[True, 1, 1], [True, 2, 1]]","[[750, 250, 1250, 250], [750, 500, 1250, 250]]","[[4000, 2932, 3846, 2658], [3750, 2932, 3846, 2658]]"
P589Fg010_1_P597Fg071_1,P589Fg010_P597Fg071,4,2,1,0,0,"[[True, 1, 0], [True, 3, 0]]","[[750, 250, 250, 0], [750, 750, 250, 0]]","[[3974, 2859, 3815, 2407], [3474, 2859, 3815, 2407]]"
P596Fg029_0_P597Fg035_1,P596Fg029_P597Fg035,1,1,0,0,0,"[[False, 0, 2]]","[[0, 0, 250, 500]]","[[3901, 1840, 3593, 2294]]"
P596Fg045_1_P596Fg055_1,P596Fg045_P596Fg055,1,1,1,0,0,"[[True, 0, 1]]","[[750, 0, 250, 250]]","[[4147, 2716, 3901, 2667]]"
P596Fg070_1_P597Fg003_1,P596Fg070_P597Fg003,3,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 750, 250]]","[[3973, 2727, 3748, 2954]]"
P596Fg063_1_P598Fg011_0,P596Fg063_P598Fg011,1,1,1,0,0,"[[False, 0, 0]]","[[750, 0, 0, 0]]","[[3911, 2799, 3556, 1582]]"
P596Fg049_1_P597Fg047_1,P596Fg049_P597Fg047,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 1000, 0]]","[[3827, 2530, 3691, 2794]]"
P589Fg002_1_P590Fg032_1,P589Fg002_P590Fg032,31,15,15,10,4,"[[True, 0, 5], [True, 0, 5], [True, 0, 4], [True, 0, 4], [True, 1, 5], [True, 1, 5], [True, 1, 4], [True, 1, 4], [True, 2, 5], [True, 3, 5], [True, 3, 4], [True, 4, 5], [True, 4, 4], [True, 5, 5], [True, 5, 4]]","[[2500, 0, 1750, 1000], [2500, 0, 1750, 1250], [2500, 250, 1750, 1000], [2500, 250, 1750, 1250], [2500, 0, 1750, 1000], [2500, 0, 1750, 1250], [2500, 250, 1750, 1000], [2500, 250, 1750, 1250], [2500, 500, 1750, 1250], [2500, 750, 1750, 1000], [2500, 750, 1750, 1250], [2500, 1000, 1750, 1000], [2500, 1000, 1750, 1250], [2500, 1250, 1750, 1000], [2500, 1250, 1750, 1250]]","[[4227, 3838, 3242, 3048], [4227, 3838, 2992, 3048], [3977, 3838, 3242, 3048], [3977, 3838, 2992, 3048], [4227, 3838, 3242, 3048], [4227, 3838, 2992, 3048], [3977, 3838, 3242, 3048], [3977, 3838, 2992, 3048], [3727, 3838, 2992, 3048], [3477, 3838, 3242, 3048], [3477, 3838, 2992, 3048], [3227, 3838, 3242, 3048], [3227, 3838, 2992, 3048], [2977, 3838, 3242, 3048], [2977, 3838, 2992, 3048]]"
P596Fg050_1_P597Fg023_1,P596Fg050_P597Fg023,2,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 500, 0]]","[[3960, 2472, 3610, 2769]]"
P596Fg067_1_P597Fg025_0,P596Fg067_P597Fg025,4,4,4,1,0,"[[False, 0, 1], [False, 0, 2], [False, 1, 1], [False, 1, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500], [500, 250, 0, 250], [500, 250, 0, 500]]","[[3981, 2332, 3847, 2210], [3981, 2332, 3597, 2210], [3731, 2332, 3847, 2210], [3731, 2332, 3597, 2210]]"
P589Fg012_1_P598Fg035_1,P589Fg012_P598Fg035,10,10,10,13,4,"[[True, 0, 2], [True, 0, 1], [True, 1, 2], [True, 1, 1], [True, 2, 2], [True, 2, 1], [True, 3, 2], [True, 3, 1], [True, 4, 2], [True, 4, 1]]","[[1250, 0, 1250, 250], [1250, 0, 1250, 500], [1250, 250, 1250, 250], [1250, 250, 1250, 500], [1250, 500, 1250, 250], [1250, 500, 1250, 500], [1250, 750, 1250, 250], [1250, 750, 1250, 500], [1250, 1000, 1250, 250], [1250, 1000, 1250, 500]]","[[4150, 3044, 3752, 2917], [4150, 3044, 3502, 2917], [3900, 3044, 3752, 2917], [3900, 3044, 3502, 2917], [3650, 3044, 3752, 2917], [3650, 3044, 3502, 2917], [3400, 3044, 3752, 2917], [3400, 3044, 3502, 2917], [3150, 3044, 3752, 2917], [3150, 3044, 3502, 2917]]"
P596Fg065_1_P597Fg025_0,P596Fg065_P597Fg025,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[750, 0, 0, 250], [750, 0, 0, 500]]","[[3824, 2936, 3847, 2210], [3824, 2936, 3597, 2210]]"
P589Fg008_1_P596Fg081_0,P589Fg008_P596Fg081,1,1,0,0,0,"[[False, 1, 2]]","[[1000, 250, 0, 500]]","[[3638, 2966, 3762, 2717]]"
P596Fg050_1_P598Fg012_0,P596Fg050_P598Fg012,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500]]","[[3960, 2472, 3447, 1784], [3960, 2472, 3197, 1784]]"
P589Fg012_1_P593Fg013_0,P589Fg012_P593Fg013,1,1,0,0,0,"[[False, 4, 3]]","[[1250, 1000, 0, 750]]","[[3150, 3044, 3136, 2571]]"
P589Fg007_1_P589Fg008_1,P589Fg007_P589Fg008,3,2,2,1,0,"[[True, 0, 1], [True, 1, 1]]","[[1000, 0, 1000, 250], [1000, 250, 1000, 250]]","[[4066, 3031, 3638, 2966], [3816, 3031, 3638, 2966]]"
P589Fg010_1_P593Fg002_0,P589Fg010_P593Fg002,1,1,0,0,0,"[[False, 1, 2]]","[[750, 250, 0, 500]]","[[3974, 2859, 3089, 2310]]"
P596Fg036_1_P598Fg015_0,P596Fg036_P598Fg015,1,1,0,0,0,"[[False, 0, 3]]","[[500, 0, 0, 750]]","[[3721, 2204, 3182, 1779]]"
P596Fg053_1_P598Fg021_0,P596Fg053_P598Fg021,2,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[4003, 3017, 3306, 1787]]"
P589Fg007_1_P593Fg004_0,P589Fg007_P593Fg004,2,2,1,1,0,"[[False, 0, 2], [False, 1, 2]]","[[1000, 0, 0, 500], [1000, 250, 0, 500]]","[[4066, 3031, 2804, 2477], [3816, 3031, 2804, 2477]]"
P589Fg006_1_P590Fg035_0,P589Fg006_P590Fg035,32,16,15,1,0,"[[False, 0, 3], [False, 0, 4], [False, 1, 3], [False, 1, 4], [False, 2, 3], [False, 2, 4], [False, 3, 3], [False, 3, 4], [False, 4, 3], [False, 4, 4], [False, 5, 3], [False, 5, 4], [False, 6, 3], [False, 6, 4], [False, 7, 3], [False, 7, 4]]","[[3750, 0, 0, 750], [3750, 0, 0, 1000], [3750, 250, 0, 750], [3750, 250, 0, 1000], [3750, 500, 0, 750], [3750, 500, 0, 1000], [3750, 750, 0, 750], [3750, 750, 0, 1000], [3750, 1000, 0, 750], [3750, 1000, 0, 1000], [3750, 1250, 0, 750], [3750, 1250, 0, 1000], [3750, 1500, 0, 750], [3750, 1500, 0, 1000], [3750, 1750, 0, 750], [3750, 1750, 0, 1000]]","[[5057, 1763, 3486, 1700], [5057, 1763, 3236, 1700], [5057, 2013, 3486, 1700], [5057, 2013, 3236, 1700], [5057, 2263, 3486, 1700], [5057, 2263, 3236, 1700], [5057, 2513, 3486, 1700], [5057, 2513, 3236, 1700], [5057, 2763, 3486, 1700], [5057, 2763, 3236, 1700], [5057, 3013, 3486, 1700], [5057, 3013, 3236, 1700], [5057, 3263, 3486, 1700], [5057, 3263, 3236, 1700], [5057, 3513, 3486, 1700], [5057, 3513, 3236, 1700]]"
P596Fg061_1_P598Fg002_0,P596Fg061_P598Fg002,1,1,0,0,0,"[[False, 0, 9]]","[[750, 0, 0, 2250]]","[[3971, 2878, 1103, 1434]]"
P596Fg001_1_P597Fg010_0,P596Fg001_P597Fg010,3,3,3,2,0,"[[False, 0, 0], [False, 1, 0], [False, 2, 0]]","[[500, 0, 0, 0], [500, 250, 0, 0], [500, 500, 0, 0]]","[[3955, 1878, 3767, 1860], [3955, 2128, 3767, 1860], [3955, 2378, 3767, 1860]]"
P589Fg003_1_P589Fg009_0,P589Fg003_P589Fg009,4,4,3,2,0,"[[False, 1, 0], [False, 2, 0], [False, 2, 1], [False, 4, 1]]","[[2750, 250, 0, 0], [2750, 500, 0, 0], [2750, 500, 0, 250], [2750, 1000, 0, 250]]","[[3955, 4011, 3833, 2249], [3705, 4011, 3833, 2249], [3705, 4011, 3583, 2249], [3205, 4011, 3583, 2249]]"
P596Fg060_1_P598Fg035_1,P596Fg060_P598Fg035,2,2,2,1,0,"[[True, 0, 2], [True, 0, 1]]","[[750, 0, 1250, 250], [750, 0, 1250, 500]]","[[4082, 3039, 3752, 2917], [4082, 3039, 3502, 2917]]"
P596Fg021_1_P596Fg055_1,P596Fg021_P596Fg055,2,2,2,1,0,"[[True, 0, 1], [True, 1, 1]]","[[500, 0, 250, 250], [500, 250, 250, 250]]","[[3882, 2391, 3901, 2667], [3632, 2391, 3901, 2667]]"
P596Fg017_1_P597Fg040_0,P596Fg017_P597Fg040,1,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[3969, 2614, 3474, 2260]]"
P596Fg032_1_P598Fg016_0,P596Fg032_P598Fg016,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3748, 2389, 3644, 1758]]"
P589Fg003_1_P590Fg006_0,P589Fg003_P590Fg006,9,9,9,1,0,"[[False, 1, 0], [False, 1, 1], [False, 2, 0], [False, 2, 1], [False, 3, 0], [False, 3, 1], [False, 4, 0], [False, 4, 0], [False, 4, 1]]","[[2750, 1000, 0, 0], [2750, 250, 0, 0], [2750, 250, 0, 250], [2750, 500, 0, 0], [2750, 500, 0, 250], [2750, 750, 0, 0], [2750, 750, 0, 250], [2750, 1000, 0, 0], [2750, 1000, 0, 250]]","[[3205, 4011, 3995, 1911], [3955, 4011, 3995, 1911], [3955, 4011, 3745, 1911], [3705, 4011, 3995, 1911], [3705, 4011, 3745, 1911], [3455, 4011, 3995, 1911], [3455, 4011, 3745, 1911], [3205, 4011, 3995, 1911], [3205, 4011, 3745, 1911]]"
P589Fg010_1_P597Fg060_1,P589Fg010_P597Fg060,9,3,3,2,0,"[[True, 1, 0], [True, 2, 0], [True, 3, 0]]","[[750, 250, 250, 0], [750, 500, 250, 0], [750, 750, 250, 0]]","[[3974, 2859, 3770, 2623], [3724, 2859, 3770, 2623], [3474, 2859, 3770, 2623]]"
P596Fg051_1_P598Fg005_0,P596Fg051_P598Fg005,1,1,0,0,0,"[[False, 0, 3]]","[[1000, 0, 0, 750]]","[[3794, 2742, 3268, 1563]]"
P596Fg010_1_P597Fg001_0,P596Fg010_P597Fg001,3,3,3,2,0,"[[False, 0, 0], [False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 0], [500, 0, 0, 250], [500, 0, 0, 500]]","[[3799, 2725, 4158, 2308], [3799, 2725, 3908, 2308], [3799, 2725, 3658, 2308]]"
P596Fg053_1_P598Fg007_1,P596Fg053_P598Fg007,7,1,1,0,0,"[[True, 0, 4]]","[[750, 0, 250, 1000]]","[[4003, 3017, 3308, 2178]]"
P596Fg018_1_P598Fg012_0,P596Fg018_P598Fg012,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500]]","[[3797, 2522, 3447, 1784], [3797, 2522, 3197, 1784]]"
P589Fg003_1_P597Fg069_0,P589Fg003_P597Fg069,3,3,2,1,0,"[[False, 1, 0], [False, 2, 0], [False, 4, 0]]","[[2750, 250, 0, 0], [2750, 500, 0, 0], [2750, 1000, 0, 0]]","[[3955, 4011, 3894, 2376], [3705, 4011, 3894, 2376], [3205, 4011, 3894, 2376]]"
P596Fg022_1_P597Fg023_1,P596Fg022_P597Fg023,2,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 500, 0]]","[[4082, 2348, 3610, 2769]]"
P596Fg061_1_P598Fg013_0,P596Fg061_P598Fg013,2,2,2,1,0,"[[False, 0, 0], [False, 0, 1]]","[[750, 0, 0, 0], [750, 0, 0, 250]]","[[3971, 2878, 3866, 1800], [3971, 2878, 3616, 1800]]"
P589Fg002_1_P598Fg011_0,P589Fg002_P598Fg011,7,6,5,2,0,"[[False, 0, 0], [False, 1, 0], [False, 1, 0], [False, 3, 0], [False, 4, 0], [False, 5, 0]]","[[2500, 0, 0, 0], [2500, 250, 0, 0], [2500, 250, 0, 0], [2500, 750, 0, 0], [2500, 1000, 0, 0], [2500, 1250, 0, 0]]","[[4227, 3838, 3556, 1582], [3977, 3838, 3556, 1582], [3977, 3838, 3556, 1582], [3477, 3838, 3556, 1582], [3227, 3838, 3556, 1582], [2977, 3838, 3556, 1582]]"
P596Fg020_1_P598Fg011_0,P596Fg020_P598Fg011,1,1,1,0,0,"[[False, 1, 0]]","[[750, 250, 0, 0]]","[[3745, 2689, 3556, 1582]]"
P589Fg006_1_P590Fg029_0,P589Fg006_P590Fg029,5,4,1,1,0,"[[False, 2, 2], [False, 4, 2], [False, 5, 2], [False, 7, 2]]","[[3750, 500, 0, 500], [3750, 1000, 0, 500], [3750, 1250, 0, 500], [3750, 1750, 0, 500]]","[[5057, 2263, 3597, 1497], [5057, 2763, 3597, 1497], [5057, 3013, 3597, 1497], [5057, 3513, 3597, 1497]]"
P589Fg004_1_P597Fg016_1,P589Fg004_P597Fg016,1,1,0,0,0,"[[True, 3, 0]]","[[2750, 750, 1000, 0]]","[[3429, 3968, 3654, 3040]]"
P589Fg006_1_P597Fg060_1,P589Fg006_P597Fg060,28,8,8,7,0,"[[True, 0, 0], [True, 1, 0], [True, 2, 0], [True, 3, 0], [True, 4, 0], [True, 5, 0], [True, 6, 0], [True, 7, 0]]","[[3750, 0, 250, 0], [3750, 250, 250, 0], [3750, 500, 250, 0], [3750, 750, 250, 0], [3750, 1000, 250, 0], [3750, 1250, 250, 0], [3750, 1500, 250, 0], [3750, 1750, 250, 0]]","[[5057, 1763, 3770, 2623], [5057, 2013, 3770, 2623], [5057, 2263, 3770, 2623], [5057, 2513, 3770, 2623], [5057, 2763, 3770, 2623], [5057, 3013, 3770, 2623], [5057, 3263, 3770, 2623], [5057, 3513, 3770, 2623]]"
P589Fg006_1_P597Fg005_1,P589Fg006_P597Fg005,1,1,0,0,0,"[[True, 2, 1]]","[[3750, 500, 500, 250]]","[[5057, 2263, 3472, 2588]]"
P596Fg044_1_P597Fg010_0,P596Fg044_P597Fg010,2,2,2,1,0,"[[False, 0, 0], [False, 1, 0]]","[[750, 0, 0, 0], [750, 250, 0, 0]]","[[4138, 2572, 3767, 1860], [3888, 2572, 3767, 1860]]"
P589Fg002_1_P596Fg044_0,P589Fg002_P596Fg044,1,1,1,0,0,"[[False, 1, 1]]","[[2500, 250, 0, 250]]","[[3977, 3838, 3888, 1822]]"
P596Fg055_1_P597Fg056_0,P596Fg055_P597Fg056,2,2,2,1,0,"[[False, 1, 0], [False, 2, 0]]","[[250, 250, 0, 0], [250, 500, 0, 0]]","[[3901, 2667, 3528, 2216], [3651, 2667, 3528, 2216]]"
P596Fg040_0_P597Fg035_1,P596Fg040_P597Fg035,1,1,0,0,0,"[[False, 1, 2]]","[[0, 250, 250, 500]]","[[3672, 1816, 3593, 2294]]"
P596Fg056_1_P598Fg034_0,P596Fg056_P598Fg034,4,2,2,1,0,"[[False, 0, 0], [False, 1, 0]]","[[500, 0, 0, 0], [500, 250, 0, 0]]","[[4183, 2901, 3563, 1901], [3933, 2901, 3563, 1901]]"
P596Fg022_1_P598Fg014_0,P596Fg022_P598Fg014,1,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[4082, 2348, 3153, 1797]]"
P596Fg053_1_P598Fg008_1,P596Fg053_P598Fg008,4,2,2,0,0,"[[True, 0, 2], [True, 0, 0]]","[[750, 0, 1000, 0], [750, 0, 1000, 500]]","[[4003, 3017, 4188, 2865], [4003, 3017, 3688, 2865]]"
P589Fg006_1_P590Fg016_1,P589Fg006_P590Fg016,1,1,0,0,0,"[[True, 2, 1]]","[[3750, 500, 1000, 250]]","[[5057, 2263, 3810, 2770]]"
P589Fg011_1_P598Fg007_1,P589Fg011_P598Fg007,18,1,1,0,0,"[[True, 1, 4]]","[[750, 250, 250, 1000]]","[[4000, 2932, 3308, 2178]]"
P596Fg061_1_P597Fg044_1,P596Fg061_P597Fg044,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 500, 0]]","[[3971, 2878, 3606, 2554]]"
P596Fg023_1_P598Fg020_0,P596Fg023_P598Fg020,2,2,1,1,0,"[[False, 0, 2], [False, 0, 3]]","[[500, 0, 0, 500], [500, 0, 0, 750]]","[[3793, 2223, 3394, 1606], [3793, 2223, 3144, 1606]]"
P596Fg012_1_P597Fg068_0,P596Fg012_P597Fg068,2,2,2,1,0,"[[False, 0, 0], [False, 1, 0]]","[[750, 0, 0, 0], [750, 250, 0, 0]]","[[4086, 2671, 3576, 2162], [3836, 2671, 3576, 2162]]"
P589Fg003_1_P597Fg040_0,P589Fg003_P597Fg040,4,4,4,3,0,"[[False, 1, 1], [False, 2, 1], [False, 3, 1], [False, 4, 1]]","[[2750, 250, 0, 250], [2750, 500, 0, 250], [2750, 750, 0, 250], [2750, 1000, 0, 250]]","[[3955, 4011, 3474, 2260], [3705, 4011, 3474, 2260], [3455, 4011, 3474, 2260], [3205, 4011, 3474, 2260]]"
P596Fg002_1_P598Fg013_0,P596Fg002_P598Fg013,2,2,2,1,0,"[[False, 0, 0], [False, 0, 1]]","[[500, 0, 0, 0], [500, 0, 0, 250]]","[[3703, 2675, 3866, 1800], [3703, 2675, 3616, 1800]]"
P596Fg056_1_P596Fg073_0,P596Fg056_P596Fg073,3,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[4183, 2901, 3826, 2145]]"
P596Fg018_1_P597Fg011_0,P596Fg018_P597Fg011,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3797, 2522, 3604, 2047]]"
P596Fg007_1_P597Fg003_1,P596Fg007_P597Fg003,2,1,1,0,0,"[[True, 0, 1]]","[[750, 0, 750, 250]]","[[3922, 2946, 3748, 2954]]"
P589Fg004_1_P590Fg008_0,P589Fg004_P590Fg008,1,1,0,0,0,"[[False, 3, 5]]","[[2750, 750, 0, 1250]]","[[3429, 3968, 3044, 2232]]"
P596Fg062_1_P598Fg016_0,P596Fg062_P598Fg016,1,1,1,0,0,"[[False, 0, 0]]","[[750, 0, 0, 0]]","[[3782, 2792, 3644, 1758]]"
P589Fg001_1_P593Fg001_1,P589Fg001_P593Fg001,1,1,0,0,0,"[[True, 2, 3]]","[[1000, 500, 1250, 750]]","[[3565, 2952, 3861, 2050]]"
P589Fg009_1_P597Fg060_0,P589Fg009_P597Fg060,5,3,3,2,0,"[[False, 1, 0], [False, 1, 1], [False, 1, 2]]","[[750, 250, 0, 0], [750, 250, 0, 250], [750, 250, 0, 500]]","[[3583, 2999, 3770, 2373], [3583, 2999, 3520, 2373], [3583, 2999, 3270, 2373]]"
P589Fg001_1_P598Fg023_1,P589Fg001_P598Fg023,8,3,3,2,0,"[[True, 1, 0], [True, 2, 0], [True, 3, 0]]","[[1000, 250, 750, 0], [1000, 500, 750, 0], [1000, 750, 750, 0]]","[[3815, 2952, 3350, 2479], [3565, 2952, 3350, 2479], [3315, 2952, 3350, 2479]]"
